,name,url,category,thc,cbd,rating,flavor&aroms,Top effect,description,feelings,negatives,flavors,help with
3919,Cherry Slyder,https://images.leafly.com/flower-images/defaults/generic/strain-10.png,Hybrid,25.0,0.0,4.875,sweet,focused,"Cherry Slyder is a balanced hybrid cross of Northern Lights #4 and Afghani. It offers a sweet, fruit-forward flavor accompanied by earthy, woody notes that speak to the strain’s Afghani genetics. The effects are relaxing without being overly weighted, helping consumers stimulate appetite while discarding anxiety and stress. The effect remains functional while taking the edge off repetitive tasks or chores.  ","focused,talkative,hungry",,"sweet,tree fruit,pine","Anxiety
50% of people say it helps with anxiety
Pain
25% of people say it helps with pain
Anorexia
25% of people say it helps with anorexia"
3920,Frank's Gift,https://images.leafly.com/flower-images/defaults/generic/strain-12.png,Hybrid,4.0,11.0,4.045454545454546,tobacco,giggly,"Frank’s Gift is a phenomenal phenotype of Skunk Haze that has been known to generate a lot of CBD. This strain delivers a nearly mythological ratio of CBD/THC that lends itself to a variety of medical uses associated with physical discomfort, inflammation, and anxiety. Though Frank’s Gift has predominantly appeared in Oregon, it’s slowly being disseminated throughout the West Coast.   ","giggly,relaxed,aroused","headache,dizzy,anxious","tobacco,woody,earthy","Stress
47% of people say it helps with stress
Pain
41% of people say it helps with pain
Anxiety
41% of people say it helps with anxiety"
3921,GlueChee,https://images.leafly.com/flower-images/defaults/generic/strain-27.png,Hybrid,21.0,0.0,4.166666666666667,cheese,tingly,"Bred by GG Strains, GlueChee crosses their famous Original Glue with Cheese. The flavor profile brings the funk with notes of cheese and gas that’ll pique your curiosity. Combining greats from two different countries, give GlueChee a try if you want to celebrate cannabis on a global scale.","tingly,aroused,euphoric",,"cheese,blue cheese,tea",
3922,1:1 Buddha's Smile,https://images.leafly.com/flower-images/defaults/generic/strain-19.png,Hybrid,,,4.545454545454546,,,"1:1 Buddha's Smile is a hybrid marijuana strain. We're still learning about the flavors and effects of 1:1 Buddha's Smile - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","talkative,sleepy,aroused",,"orange,lemon,citrus","Anxiety
50% of people say it helps with anxiety
Depression
37% of people say it helps with depression
Nausea
25% of people say it helps with nausea"
3923,LA Ultra,https://images.leafly.com/flower-images/defaults/generic/strain-27.png,Indica,,,4.653846153846154,,,"LA Ultra by Resin Seeds is a strong indica strain whose genetics are kept secret, but its breeders and name hint at a LA Confidential and MK Ultra cross. An 80/20 indica-dominant hybrid, LA Ultra provides a mesmerizing, trippy high that lends a spark to creativity if you can harness it. This indica is spicy and fruity in fragrance, and its buds grow with chunky, finger-like calyxes that are utterly drenched in resin.","tingly,euphoric,sleepy","dry eyes,dry mouth,dizzy","chemical,lime,menthol","Insomnia
47% of people say it helps with insomnia
Stress
47% of people say it helps with stress
Anxiety
36% of people say it helps with anxiety"
3924,Wonder Woman OG,https://images.leafly.com/flower-images/defaults/generic/strain-11.png,Indica,,,3.851063829787234,,,"Wonder Woman OG is a indica weed strain. Reviewers on Leafly say this strain makes them feel aroused, tingly, and sleepy. If you've smoked, dabbed, or otherwise enjoyed this strain, Wonder Woman OG, before let us know! Leave a review.","aroused,tingly,sleepy","paranoid,dry eyes,headache","menthol,tobacco,ammonia","Stress
41% of people say it helps with stress
Anxiety
41% of people say it helps with anxiety
Pain
36% of people say it helps with pain"
3925,Thai-Tanic,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-10.png,Sativa,20.0,0.0,3.875,spicy/herbal,uplifted,"Thai-Tanic is a very compact sativa variety with that classic chocolate Thai smell and taste. The Skunk father dominates only in fast maturation, high yields, and general vigor. This strain from Dutch seed bank Flying Dutchmen is a heavy resin producer with an extremely potent and trippy cerebral high.","uplifted,focused,aroused","dry eyes,dry mouth,paranoid","spicy/herbal,woody,coffee","Stress
26% of people say it helps with stress
Insomnia
13% of people say it helps with insomnia
Pain
13% of people say it helps with pain"
3926,Violeta,https://images.leafly.com/flower-images/defaults/purple/strain-2.png,Hybrid,,,4.583333333333333,,,"Violeta by Ace Seeds is an indica-dominant hybrid cross of two deliciously purple strains. Its vibrant colors and balanced effects were brought to life by pairing Purple Malawi, a deep purple expression of the African sativa crossed with Pakistan Chitral Kush. Violeta’s aroma is nearly as unique as its appearance, with a bouquet of balsamic vinegar and tree fruit. The stoney effects and medium potency of this strain make it a pleasant cannabis variety any time of the day.","energetic,focused,uplifted",,"violet,lavender,grape","Depression
66% of people say it helps with depression
Stress
44% of people say it helps with stress
Anxiety
44% of people say it helps with anxiety"
3927,CSG,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-1.png,Hybrid,,,4.333333333333333,,,"Short for Catholic School Girl, CSG is a cross between Teacher’s Pet and GSC. This balanced hybrid produces spindly light green buds with long orange hairs. CSG has lavender, spice, and earthy aromas, while the taste is musky and woody. This is a great strain for anyone looking to add a cerebral twist to a GSC high.","uplifted,euphoric,giggly","anxious,dizzy,dry mouth","lavender,mango,pepper","Anxiety
66% of people say it helps with anxiety
Depression
33% of people say it helps with depression
Fatigue
33% of people say it helps with fatigue"
3928,Milk Chocolate,https://images.leafly.com/flower-images/defaults/generic/strain-36.png,Hybrid,,,4.2,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Milk Chocolate, before let us know! Leave a review.","happy,relaxed,focused",,,
3929,Summertime Squeeze,https://images.leafly.com/flower-images/defaults/generic/strain-35.png,Sativa,,,4.75,,,"Summertime Squeeze is a sativa-dominant strain whose aroma brings to mind fresh citrus and tropical fruit. Its high-energy, active effects make it a perfect choice for getting outside, socializing, or indulging in creative activities.","aroused,creative,uplifted","paranoid,dry eyes,dry mouth","tea,sage,nutty","Fatigue
20% of people say it helps with fatigue
Anxiety
20% of people say it helps with anxiety"
3930,GDP Electric,https://images.leafly.com/flower-images/defaults/purple/strain-10.png,Hybrid,,,5.0,,,"Developed by Pua Mana 1st Hawaiian Pakalolo Seed Bank on the island of Kaua’i, GDP Electric is a cross between famed indica Granddaddy Purple and the legendary Hawaiian landrace Kaua’i Electric. It produces large frosty purple buds, a tropical grape flavor, and a motivating full-body high with a memorable feeling of euphoria.","aroused,tingly,sleepy",,"honey,lavender,pineapple",
3931,Connect 407,https://images.leafly.com/flower-images/defaults/generic/strain-4.png,Hybrid,,,4.5,,,"Connect 407 is a hybrid marijuana strain. We're still learning about the flavors and effects of Connect 407 - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","tingly,aroused,talkative",,"lime,lemon,flowery","Depression
50% of people say it helps with depression
Fatigue
50% of people say it helps with fatigue
Anorexia
50% of people say it helps with anorexia"
3932,Animal Cocktail,https://images.leafly.com/flower-images/defaults/generic/strain-9.png,Hybrid,21.0,0.0,4.0,tree fruit,euphoric,"Animal Cocktail is a hybrid marijuana strain. We're still learning about the flavors and effects of Animal Cocktail - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","euphoric,happy,focused",,"tree fruit,pungent,chemical",
3933,Greek Kalamata Red,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-2.png,Sativa,,,5.0,,,"Greek Kalamata Red is a sativa marijuana strain. We're still learning about the flavors and effects of Greek Kalamata Red - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","creative,energetic,talkative",,"woody,lime,honey","Depression
66% of people say it helps with depression
Stress
66% of people say it helps with stress
Anxiety
66% of people say it helps with anxiety"
3934,Wembley,https://images.leafly.com/flower-images/defaults/generic/strain-15.png,Indica,,,4.666666666666667,,,"Wembley by Pyramid Seeds is an indica-dominant strain created by combining AK-47 and Bubble Gum. This fruity strain has a stable, solid morphology that is typically low to the ground and flowers in about 60 days. Its long-lasting relaxation pairs nicely with AK-47’s heady sizzle, giving Wembly an immersive physical sensation that sticks to the bones. Enjoy Wembley to improve mood while tempering minor physical pain.","tingly,giggly,creative",,"pear,rose,lavender","Depression
100% of people say it helps with depression
Eye pressure
100% of people say it helps with eye pressure
Fatigue
100% of people say it helps with fatigue"
3935,L'Eagle Eagle,https://images.leafly.com/flower-images/defaults/generic/strain-37.png,Hybrid,,,4.52,,,"The L'Eagle Eagle hybrid is a blend of Candy Haze and Skunk #6 genetics offered at L'Eagle Services in Denver, Colorado. It’s fruity on the inhale, while the exhale brings a sweet and spicy aftertaste alongside an inspirational buzz that encourages activity. Highly potent and energetic, this is a great daytime strain for users with a high THC tolerance.","energetic,talkative,creative","paranoid,headache,anxious","spicy/herbal,pepper,rose","Depression
29% of people say it helps with depression
Fatigue
23% of people say it helps with fatigue
Stress
23% of people say it helps with stress"
3936,Kickflip #7,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,Hybrid,,,3.5,,,"Kickflip #7 is a hybrid marijuana strain. We're still learning about the flavors and effects of Kickflip #7 - If you've smoked, consumed or dabbed this strain before, tell us about it by leaving a review.","euphoric,relaxed,uplifted",,"chemical,pungent,sweet","Nausea
50% of people say it helps with nausea
Pain
50% of people say it helps with pain"
3937,Helen Back,https://images.leafly.com/flower-images/defaults/generic/strain-3.png,Hybrid,24.0,0.0,5.0,,,"Helen Back is a hybrid marijuana strain bred by the Swamp Boys. This strain is made by crossing Animal Cookies with Georgia Pine. Helen Back is noted for its gassy licorice terpene profile. The high from this strain is blanketing and intense, leaving users in a blissful state for hours to come.",,,,
3938,Vanilla Berry Pie,https://images.leafly.com/flower-images/defaults/generic/strain-31.png,,,,4.5,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Vanilla Berry Pie, before let us know! Leave a review.","euphoric,relaxed,uplifted",,"vanilla,rose,berry","Depression
50% of people say it helps with depression
Anxiety
50% of people say it helps with anxiety
Hypertension
50% of people say it helps with hypertension"
3939,OCA’s Cloud 9,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-6.png,Hybrid,,,4.4375,,,"OCA’s Cloud 9 is a phenotype of the mysterious Brazilian landrace strain known as Borderliner. Though the flowers don’t have a pronounced odor, just a slightly sweet smell, they pack a serious punch, some testing at over 30% THC. And while Borderliner is noted for having a heavy, indica-like effect, OCA’s Cloud 9 gives users an energizing and uplifting high that is good for combating depression and anxiety while also offering excellent pain relief. Keep in mind this strain is different from Cloud 9 by Kiwiseeds and Dampkring Classics.","energetic,creative,happy","paranoid,dry mouth,anxious","tea,citrus,flowery","PTSD
25% of people say it helps with ptsd
Fatigue
16% of people say it helps with fatigue
Stress
16% of people say it helps with stress"
3940,Cherry Crasher,https://images.leafly.com/flower-images/defaults/generic/strain-24.png,,,,4.0,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Cherry Crasher, before let us know! Leave a review.",,,,
3941,Zkittlemints,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,,17.0,0.0,4.666666666666667,apple,sleepy,"Zkittlemints is a weed strain. Reviewers on Leafly say this strain makes them feel sleepy, giggly, and relaxed. Zkittlemints has 17% THC. The dominant terpene in this strain is caryophyllene. If you've smoked, dabbed, or otherwise enjoyed this strain, Zkittlemints, before let us know! Leave a review.","sleepy,giggly,relaxed",,"apple,mint,lemon","Headaches
33% of people say it helps with headaches"
3942,B.B. King,https://images.leafly.com/flower-images/defaults/dark-green/strain-8.png,Indica,,,3.823529411764706,,,"B.B. King, named in honor of the Blues musician and songwriter, is an indica-dominant strain bred by MTG Seeds that crosses Blackberry Kush and Space Monster. A sweet and earthy flavor ushers in B.B. King’s sedating effects, which lull both body and mind into deep relaxation. If sleep doesn’t hit you first, be prepared to address a ravenous appetite. This indica typically blooms with dark purple-tipped flowers, highlighting its contrasting blanket of white crystal resin.","sleepy,tingly,creative",,"lemon,blueberry,berry","Insomnia
40% of people say it helps with insomnia
Muscle spasms
40% of people say it helps with muscle spasms
Stress
40% of people say it helps with stress"
3943,J's Famous Kush,https://images.leafly.com/flower-images/defaults/generic/strain-32.png,Hybrid,,,4.333333333333333,,,"J’s Famous Kush is a cross of three Northern Californian hybrids. The resinous colas carry a strong skunky smell and produce sweet earthy flavors, with notes of black pepper and hash. The effects from J’s Famous Kush provide a euphoric burst that is surprisingly uplifting for a strain dominated by indica genetics.","hungry,relaxed,aroused",,"tar,tobacco,skunk","Spasticity
75% of people say it helps with spasticity
Stress
75% of people say it helps with stress
Anxiety
75% of people say it helps with anxiety"
3944,Hawai’i ‘78,https://images.leafly.com/flower-images/defaults/generic/strain-15.png,Sativa,17.0,0.0,4.833333333333333,tropical,aroused,"Hawai’i ‘78 is a Hawaiian landrace sativa, also known as the ""Sweet Lady of Waiāhole."" This strain originated on the island of O’ahu, near where the film Jurassic Park was shot. According to sources, Hawai’i ‘78 even became a favorite with the production crew while on site. This strain represents old school Hawaiian genetics and stimulates while imbuing the consumer with a content, mellow haze.","aroused,energetic,creative",,"tropical,flowery,pineapple",
3945,Lemon Marmalade,https://images.leafly.com/flower-images/defaults/generic/strain-3.png,Hybrid,,,4.764705882352941,,,"Lemon Marmalade is a potent hybrid from Washington State, bred by Platinum Extracts. The strain was developed by crossing Deadhead OG with Cookie Dough, a select phenotype of Girl Scout Cookies. Caked with trichomes and radiating citrus and diesel fumes, Lemon Marmalade creates a complex flavor mix of lemon and piney Kush with subtle fruit undertones. Lemon Marmalade took home the prize for Best BHO – THC at the 2015 DOPE Cup in Seattle and rumor has it the flower has tested upwards of 30% THC. The effects from Lemon Marmalade come on quick with a euphoric burst of heady energy that quickly levels off into a more relaxing full-bodied experience.","tingly,euphoric,aroused",,"lemon,sage,honey","Stress
33% of people say it helps with stress
Anxiety
25% of people say it helps with anxiety
Cramps
16% of people say it helps with cramps"
3946,OG Tonic,https://images.leafly.com/flower-images/defaults/generic/strain-3.png,Hybrid,0.0,10.0,4.5,woody,aroused,OG Tonic is a high-CBD hybrid strain that took 1st place in the 2015 High Times Denver Cannabis Cup as “Best CBD Concentrate.”,"aroused,energetic,euphoric",,"woody,pungent,earthy","Depression
100% of people say it helps with depression
Fatigue
100% of people say it helps with fatigue
Headaches
100% of people say it helps with headaches"
3947,Strawberry Sunset,https://images.leafly.com/flower-images/defaults/generic/strain-3.png,Hybrid,,,4.0,,,"Strawberry Sunset is a hybrid marijuana strain. We're still learning about the flavors and effects of Strawberry Sunset - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",,,,
3948,Strawberry Tree,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-3.png,Hybrid,17.0,0.0,5.0,,,"A love child of two award-winners—Wedding Cake and Dosi-Orange #9—Strawberry Tree by Anesia Seeds is the result of a long-term breeding project. This strain puts out fragrant buds with a fruity, strawberry profile that comes with a euphoric and creative high that will inspire you for hours on end.",,,,
3949,Actual Pain,https://images.leafly.com/flower-images/defaults/generic/strain-9.png,Hybrid,,,4.0,,,"Actual Pain is an indica-dominant hybrid marijuana strain. We're still learning about the flavors and effects of Actual Pain - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",,,,
3950,Good Medicine,https://images.leafly.com/flower-images/defaults/generic/strain-13.png,Hybrid,6.0,10.0,4.378378378378378,spicy/herbal,energetic,"The name says it all with this CBD rich strain. Bred by CBD specialist Bodhi, Good Medicine crosses a Green Crack and Tres Dawg hybrid with the high-CBD Harlequin sativa. Offering sweet flavors of mango and candy followed by a mellow and relaxing high, Good Medicine is great for solving medical needs without keeping you on the couch.","energetic,focused,relaxed","headache,dry mouth,paranoid","spicy/herbal,earthy,sage","Anxiety
51% of people say it helps with anxiety
Pain
37% of people say it helps with pain
Stress
34% of people say it helps with stress"
3951,Madagascar,https://images.leafly.com/flower-images/defaults/generic/strain-5.png,Indica,,,4.111111111111111,,,"Madagascar is an indica with a clean, floral smell. In true indica spirit, this strain produces a heavy-bodied, quick, and powerful sensation that is great for putting you to sleep in a hurry. Madagascar’s effects aren’t the longest-lasting but they hit quickly, making this strain great for those who just need a little help tackling insomnia.","sleepy,happy,euphoric","dry eyes,dry mouth,dizzy","skunk,earthy,pungent","Insomnia
100% of people say it helps with insomnia
Stress
57% of people say it helps with stress
Anxiety
57% of people say it helps with anxiety"
3952,Twinkie OG,https://images.leafly.com/flower-images/defaults/generic/strain-1.png,,,,4.857142857142857,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Twinkie OG, before let us know! Leave a review.","happy,uplifted,tingly",,"butter,vanilla,tar","Depression
20% of people say it helps with depression
Nausea
20% of people say it helps with nausea
Pain
20% of people say it helps with pain"
3953,Black Skunk,https://images.leafly.com/flower-images/defaults/generic/strain-25.png,Hybrid,,,5.0,,,"Black Skunk is an indica-dominant hybrid marijuana strain. We're still learning about the flavors and effects of Black Skunk - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","tingly,euphoric,hungry",,"pungent,cheese,earthy","Anxiety
33% of people say it helps with anxiety"
3954,Melonberry,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-4.png,Hybrid,,,5.0,,,Melonberry crosses several ACDC phenos that highlight cannabinoid production and the terpene profile. This high CBD strain gives off notes of cantaloupe and berry which both transfer nicely into the flavor profile when smoked. Buds are long with a bright orange and light green color.,"creative,uplifted,talkative",,,
3955,B-Witched,https://images.leafly.com/flower-images/defaults/generic/strain-5.png,Hybrid,19.0,0.0,4.944444444444445,spicy/herbal,hungry,"B-Witched by Ocean Grown Seeds is a magical cross of arcane genetics. By combining OGS Wizard’s Potion and the famous Witches Weed, a frosted herbaceous phantasm is brought to life, exhibiting notes of grape, forest floor, and grapefruit. Its terpene profile has also been described as “cupcake-ish.” The effects of B-Witched are enthralling, muting stress, anxiety, and nausea with ease. ","hungry,euphoric,giggly",,"spicy/herbal,tea,berry","Stress
30% of people say it helps with stress
PTSD
30% of people say it helps with ptsd
Insomnia
23% of people say it helps with insomnia"
3956,Spirit of '76,https://images.leafly.com/flower-images/defaults/purple/strain-21.png,Hybrid,,,4.451612903225807,,,"Spirit of 76 is a hybrid bred by Kindman out of Denver, CO, who closely guard the genetic heritage of their proprietary strains. It is known for having hints of purple coloring and a fruity bouquet of flavors ranging from sweet notes of fruit punch to the piney musk associated with Kush strains. Spirit of 76’s earthy taste finishes with notes of grape and lavender flavors that usher in balanced effects, which are great for relaxing, calming anxieties, and stimulating the appetite.","talkative,uplifted,happy","dizzy,anxious,dry mouth","pine,lavender,flowery","Depression
37% of people say it helps with depression
Pain
37% of people say it helps with pain
Stress
37% of people say it helps with stress"
3957,Cherry Sauce,https://images.leafly.com/flower-images/defaults/generic/strain-16.png,Hybrid,,,5.0,,,"Cherry Sauce by Andromeda Strains is a delicious cross with diverse genetics. The offspring of parent strains Cherry Pie and The Sauce, Cherry Sauce offers complex nuances in flavor, aroma, and effect. With a terpene profile exhibiting skunk, spice, earth, and tartness and a velvety flavor, Cherry Sauce is worthy of a place on any cannabis connoisseur's roster. The effects are heavy-hitting but balanced overall, stimulating the mind with a rush of energy, and melting into a vibrating full-body buzz that helps with nausea and stress without sacrificing alertness. 
 ","tingly,talkative,energetic",,"spicy/herbal,butter,tree fruit","Headaches
50% of people say it helps with headaches
Stress
50% of people say it helps with stress
ADD/ADHD
50% of people say it helps with add/adhd"
3958,Trifecta,https://images.leafly.com/flower-images/defaults/generic/strain-12.png,Hybrid,,,4.444444444444445,,,This creatively bred strain was imagined as a tribute to three great strains created by legendary breeders The Brothers Grimm. An Apollo 11 and Apollo 13 cross (also known as Eclipse) was bred with Cinderella 99 to create this fruity triple threat.,"tingly,hungry,sleepy","headache,dry eyes,dry mouth",,"Insomnia
50% of people say it helps with insomnia
Pain
50% of people say it helps with pain
Nausea
33% of people say it helps with nausea"
3959,Snow Mountain,https://images.leafly.com/flower-images/defaults/generic/strain-15.png,Indica,16.0,0.0,4.6,flowery,sleepy,"By combining the flavorful, high-yielding Snowcap with Pure Kush and a rare Uzbekistani line, the folks at Snow High Seeds have created a strain that modern Kush lovers are sure to enjoy. Most Snow Mountain phenotypes will be approximately indica-dominant and produce large resinous colas that exhibit a sweet hashy aroma and trichome-stacked sugar leaves that hash makers will covet.  The effects are described as strongly body-focused with an uplifting head high. Its THC content is estimated to fall between 20-23%.","sleepy,relaxed,uplifted",,,"Inflammation
20% of people say it helps with inflammation
Insomnia
20% of people say it helps with insomnia
Muscle spasms
20% of people say it helps with muscle spasms"
3960,Blue Boy,https://images.leafly.com/flower-images/defaults/generic/strain-34.png,Hybrid,,,4.120689655172414,,,"Blue Boy is a cross of popular favorites Blue Dream and Northern Lights #5 that will give you anything but the blues. Originally from Washington state, this sativa-dominant hybrid provides focused, cerebral effects that make it a great choice for daytime use. Its plants are bushy and grow large, and the flowers tend to be large and on the looser, leafier side. Blue Boy is a potent strain with THC levels that often test over 20%.","energetic,creative,talkative","anxious,dry eyes,paranoid","tobacco,menthol,blueberry","Stress
33% of people say it helps with stress
Pain
28% of people say it helps with pain
Depression
23% of people say it helps with depression"
3961,Frosted Freak,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-11.png,Hybrid,,,4.868421052631579,,,"Frosted Freak is a Michigan hybrid that crosses Brand X with a long-lost sativa-dominant strain known as High Roller. She gets her name from the thick dusting of crystal resin that blankets its dense sage buds. With a citrus and piney mint flavor, Frosted Freak delivers potent effects that relax muscles, encourage the appetite, and calm nerves.","tingly,giggly,happy",,"mint,vanilla,lime","Stress
71% of people say it helps with stress
PTSD
55% of people say it helps with ptsd
Depression
46% of people say it helps with depression"
3962,Red Rhino,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-2.png,Hybrid,,,5.0,,,"Bred by Seach Medical Cannabis Group from Israel, Red Rhino is a sativa-dominant hybrid created by crossing Double Gum and Master Kush. Bright green in color, the buds are coated in glistening trichomes, producing sweet, fruity aromas followed by berry flavors. Consumers of Red Rhino seek its anti-inflammatory qualities, as well as its relieving high.","giggly,hungry,creative",,"mint,spicy/herbal,earthy",
3963,Hollywood Pure Kush,https://images.leafly.com/flower-images/defaults/generic/strain-25.png,Hybrid,22.0,0.0,0.0,,,"A great cut of OG Kush, Hollywood Pure Kush—a.k.a. HPK—is a blast of flavor and potency that’s only available as a clone. Thought to be a cutting from the Hindu Kush Mountains, it was brought back to California decades ago. Used by breeders such as Bodhi and Archive Seed Bank, HPK brings forward the traditional thick OG flavor of hashy incense, pine, and gas. For any OG lovers, this strain brings you back to where it all started while getting you incredibly baked.",,,,
3964,G-Cut,https://images.leafly.com/flower-images/defaults/purple/strain-1.png,Hybrid,15.0,0.0,4.333333333333333,sleepy,sleepy,"From Seattle’s Private Reserve, G-Cut is from a private breeding stock with unknown genetics. The buds have a dark green hue with patches of purple that contrast against vibrant orange pistils. G-Cut offers grape, piney, and lemon aromas that carry over wonderfully to the taste. This strain may be great for relaxing after a long day at the office when you need to smoke your troubles away.
 ",,,,
3965,Dog Face,https://images.leafly.com/flower-images/defaults/generic/strain-28.png,Hybrid,,,5.0,,,"Bred by Archive Seed Bank, Dog Face is a powerful homage to Chemdog and OG Kush genetics created by crossing Dogwalker and Face Off OG Bx1. Dog Face’s diesel aromas and skunky OG flavor create a potent high that will leave you stuck to the couch and looking for pizza delivery options.","uplifted,euphoric,tingly",,"pepper,skunk,diesel","Depression
50% of people say it helps with depression
Insomnia
50% of people say it helps with insomnia
Lack of appetite
50% of people say it helps with lack of appetite"
3966,Silver Train,https://images.leafly.com/flower-images/defaults/generic/strain-13.png,Sativa,,,4.652173913043478,,,"Silver Train is a hybrid of two very well-known and popular strains, Super Silver Haze and Trainwreck, that produces very resinous flowers and a sweet-spicy aroma that is similar to that of Trainwreck. Typical of many sativa-dominant strains, expect a high that is uplifting and euphoric.  ","aroused,energetic,talkative","headache,paranoid,dry eyes","spicy/herbal,pine,grapefruit","Depression
25% of people say it helps with depression
Stress
25% of people say it helps with stress
Pain
12% of people say it helps with pain"
3967,Shipwreck,https://images.leafly.com/flower-images/defaults/frosty/strain-4.png,Sativa,16.0,0.0,4.4,skunk,energetic,"Shipwreck is a strain for a sativa treasure hunter. It gives patients a mellow lift that’s great for getting things done. A strong body buzz is also common, so Shipwreck can induce laziness and sleep later on depending on tolerance and dosage. A cross of Trainwreck and the elusive Mothership strain, its light skunk aroma also hints at some of that lineage. If you find the frosty buds of this rare wreck at your local dispensary, be sure to take as much booty as you can carry.","energetic,happy,creative","paranoid,dizzy,anxious","skunk,pepper,spicy/herbal","Stress
36% of people say it helps with stress
Pain
30% of people say it helps with pain
Depression
21% of people say it helps with depression"
3968,Brain Candy,https://images.leafly.com/flower-images/defaults/generic/strain-29.png,Hybrid,,,5.0,,,"Brain Candy by Insanity Strains is a handy hybrid to help get things done. It’s a balanced cross of The Loops, White Widow, and Northern Lights. The onset of this strain is heady and alert, offering positive and motivational energy. These uplifting effects settle down into the body over time and eventually lead to couch-lock with continued consumption. Brain Candy’s arc of effects make it a helpful companion for consumers combating depression and stress.  ","hungry,focused,creative",,,"Depression
33% of people say it helps with depression
ADD/ADHD
33% of people say it helps with add/adhd"
3969,Sour Heads,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,Hybrid,,,5.0,,,"Sour Heads is a hybrid marijuana strain. We're still learning about the flavors and effects of Sour Heads - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","tingly,hungry,uplifted",,"lime,orange,lemon","Pain
50% of people say it helps with pain"
3970,Avi-Dekel,https://images.leafly.com/flower-images/defaults/generic/strain-37.png,Hybrid,,,4.534883720930233,,,"Avi-Dekel is a sativa-dominant strain developed by Tikun Olam to contain high levels of CBD and almost no THC. Its CBD content, reaching as high as 15.8 percent, is intended to treat inflammation as well as sleep and digestive disorders. Avi-Dekel is ideal for patients seeking relief without the psychoactive effects of THC.","focused,uplifted,aroused","dry mouth,headache,anxious","chestnut,nutty,woody","Pain
65% of people say it helps with pain
Inflammation
51% of people say it helps with inflammation
Stress
51% of people say it helps with stress"
3971,Sweet Deep Grapefruit,https://images.leafly.com/flower-images/defaults/generic/strain-40.png,Indica,,,4.076923076923077,,,"Sweet Deep Grapefruit is an indica-dominant cross of Grapefruit and Blueberry genetics, bred by Dinafem Seeds. The intense, relaxing effects of the Sweet Deep Grapefruit cannabis strain are led by a unique fruity flavor and carry a captivating, sweet aroma that lures the senses.","hungry,sleepy,relaxed","dry mouth,dry eyes,paranoid","grapefruit,tar,grape","Stress
42% of people say it helps with stress
Lack of appetite
31% of people say it helps with lack of appetite
Pain
31% of people say it helps with pain"
3972,Blue Kripple,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-19.png,Indica,14.0,0.0,3.833333333333333,grape,sleepy,"Blue Kripple is an indica-dominant hybrid bred by Dr. Krippling. This strain brings together the relaxing, therapeutic properties of Medicine Man and Blue Rhino, while the influence of Big Bud enhances Blue Kripple with dense, oversized colas and large yields. The calming indica effects cradle you with full-body relaxation and encourage nighttime use for stress, pain, and insomnia.","sleepy,tingly,hungry","dizzy,paranoid,headache","grape,butter,berry","Insomnia
20% of people say it helps with insomnia
Pain
20% of people say it helps with pain
Anxiety
20% of people say it helps with anxiety"
3973,Champagne Diesel,https://images.leafly.com/flower-images/defaults/frosty/strain-5.png,Hybrid,24.0,0.0,4.857142857142857,lemon,uplifted,"Champagne Diesel is a tasty combination of Sour Diesel and Champagne. Both strains are well-known for their effects and aromas. Sour Diesel mixes its pungent chemical fragrance and heady stimulation with Champagne’s relaxing physical high and enjoyable sweet flavor to create a winning combination that is greater than the sum of its parts. This bud's frosty appearance and bright orange stigma contrast against its light green foliage, giving the plant an alluring appearance alongside a sweet and pungent smell.   ","uplifted,creative,happy",,"lemon,diesel,citrus","Stress
42% of people say it helps with stress
Inflammation
28% of people say it helps with inflammation
Anxiety
28% of people say it helps with anxiety"
